"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Chasen and Kloss 1931","ES509","CC220","Borneo","Malawali","Mammals","Rodentia","Muridae","Niviventer cremoriventer","Niviventer cremoriventer","Niviventer cremoriventer","Herb","Female","Length",70.601791802576,87.2227571434387,5.05057645671421,4.00781391680304,2,2,0.211409749465068,0.00361436985366046,117.297,7.048,1.84881572314949,1.57978359661681,0.954290761701127,0.6066595703125,-1.73262528797481,27.4199810028076,1.74314404184873,3.36374355516736,"","No island rule","SP104"
"Chasen and Kloss 1931","ES510","CC221","Borneo","Banggi","Mammals","Rodentia","Muridae","Rattus exulans","Rattus exulans","Rattus exulans","Omn","Male","Length",66.2979179277211,82.4250242777799,2.70727711631582,1.94393248902685,3,4,0.217730590608043,0.000694887308605164,117.18,7.27,1.82149988969135,2.64443858946784,1.08639542712425,0.81774609375,-1.63784540561402,27.254337310791,1.76274521010868,3.35478049883127,"","No island rule","SP105"
"Chasen and Kloss 1931","ES511","CC222","Borneo","Banggi","Mammals","Rodentia","Sciuridae","Ratufa affinis","Ratufa affinis","Ratufa affinis","Omn","Male","Length",1036.13222908008,920.60438973752,33.3188146968975,14.7938668422335,4,3,-0.118219649206239,0.000344595549125652,117.18,7.27,3.01541518272133,2.64443858946784,1.08639542712425,0.81774609375,-1.63784540561402,27.254337310791,1.76274521010868,3.35478049883127,"","No island rule","SP106"
"Chasen and Kloss 1931","ES512","CC223","Borneo","Banggi","Mammals","Rodentia","Muridae","Sundamys muelleri","Sundamys muelleri","Sundamys muelleri","Omn","Both","Skull",391.467594424204,357.015751500602,19.650907812242,13.3450040374957,7,7,-0.0921228364854454,0.000559579548913128,117.18,7.27,2.59269581710855,2.64443858946784,1.08639542712425,0.81774609375,-1.63784540561402,27.254337310791,1.76274521010868,3.35478049883127,"","No island rule","SP107"
"Chasen and Kloss 1931","ES513","CC224","Borneo","Banggi","Mammals","Rodentia","Sciuridae","Sundasciurus lowii","Sundasciurus lowii","Sundasciurus lowii","Herb","Both","Length",88.8311500254712,92.105100180388,3.04277566300536,3.10786331203537,5,5,0.0361929412181567,0.000462372405750826,117.18,7.27,1.9485652846068,2.64443858946784,1.08639542712425,0.81774609375,-1.63784540561402,27.254337310791,1.76274521010868,3.35478049883127,"","No island rule","SP108"
"Chasen and Kloss 1931","ES514","CC225","Borneo","Banggi","Mammals","Scandentia","Tupaiidae","Tupaia tana","Tupaia tana","Tupaia tana","Inver","Both","Length",258.379757666964,191.352487864027,8.74561010341582,9.91917131395264,11,10,-0.300313218209472,0.000372861920098884,117.18,7.27,2.41225848657578,2.64443858946784,1.08639542712425,0.81774609375,-1.63784540561402,27.254337310791,1.76274521010868,3.35478049883127,"","No island rule","SP109"
"Cowan 1941","ES515","CC226","British Columbia","Banks Island","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus calvertensis","Inver","Unsexed","Length",12.4435339079334,11.8486880821953,0.273055175009918,0.0738396503673038,24,5,-0.0489839720804341,2.78305639427247e-05,-121.45,73.025,1.09494373556078,4.84527172307272,1.07921743574657,0.140690258789062,-1.83152699229702,-14.4784345626831,3.18180152311655,2.12265357710463,"","No island rule","SP12"
"Cowan 1941","ES516","CC226","British Columbia","Calvert","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus calvertensis","Inver","Unsexed","Length",12.4435339079334,11.1783721276567,0.273055175009918,0.694018163014426,24,13,-0.107220271799268,0.000316574550828892,-128.037,51.556,1.09494373556078,2.51719589794997,0.863382348440788,0.6913484375,-1.96365184798265,8.22690296173096,2.63648569251328,3.46203844760678,"","No island rule","SP12"
"Cowan 1941","ES517","CC226","British Columbia","Smythe, Townsend and Reginald Island","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus insularis","Inver","Unsexed","Length",12.4435339079334,12.1933860087467,0.273055175009918,0.427905626648414,24,50,-0.020307448866683,4.46940216378861e-05,-128.479,52.19,1.09494373556078,-1.18775530319963,-0.396855627379818,0.66991494140625,-1.54920032278597,8.6740550994873,2.63102750514291,3.4569806029305,"","No island rule","SP12"
"Cowan 1941","ES518","CC226","British Columbia","Spider","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus longicauda","Inver","Unsexed","Length",12.4435339079334,15.3596182217865,0.273055175009918,0.640390431680833,24,11,0.210540748888723,0.000178092051480095,-128.259,51.85,1.09494373556078,0.716003343634799,0.17638069224327,0.678432666015625,-1.74309140279983,8.72637367248535,2.60098000408416,3.43791696539409,"","No island rule","SP12"
"Cowan 1941","ES519","CC226","British Columbia","Yeo","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus longicauda","Inver","Unsexed","Length",12.4435339079334,12.8506462538187,0.273055175009918,0.470406050896828,24,10,0.0321929790331301,0.000154060530770919,-128.119,52.355,1.09494373556078,1.97772360528885,-0.442492798094342,0.718233447265625,-1.48379256001536,7.8859601020813,2.66422603748011,3.52691536430833,"","No island rule","SP12"
"Goldman 1950","ES520","CC227","Sawgrass Island, Florida","Key Vaca","Mammals","Carnivora","Procyonidae","Procyon lotor","Procyon lotor","Procyon lotor","Omn","Both","Weight",4649.32375,2300.36142857143,644.873604111699,387.177265088938,8,7,-0.703655525469152,0.00645176922690126,-80.9616,24.7559,3.66738978880366,0.556302500767287,1.6020708485543,0.45746767578125,-1.73117218793038,25.0491695404053,2.47603114738589,3.05403821068487,"","No island rule","SP36"
"Goldman 1950","ES521","CC227","Sawgrass Island, Florida","Matecumbe key","Mammals","Carnivora","Procyonidae","Procyon lotor","Procyon lotor","Procyon lotor","Omn","Both","Weight",4649.32375,3855.535,644.873604111699,2245.17,8,2,-0.187212000725476,0.171955339134382,-80.6381,24.9143,3.66738978880366,0.618048096712093,1.3932416774491,0.318313452148438,-1.6695440834361,25.0033493041992,2.47666111057193,3.0695978267426,"","No island rule","SP36"
"Goldman and Kellogg 1940","ES522","CC228","Florida","Blackbeard ","Mammals","Cetartiodactyla","Cervidae","Odocoileus virginianus","Odocoileus virginianus seminolus","Odocoileus virginianus","Herb","Both","CBL",107358.116647276,75652.4814842706,6454.58429217986,2259.49158355523,2,2,-0.350019888795515,0.00225333774169013,-81.1954,31.511,5.0308348841879,1.35679046035172,-1.14874165128092,0.4703880859375,-1.94457827570144,19.4802989959717,2.80037662893136,3.11430732754426,"","No island rule","SP98"
"Goldman and Kellogg 1940","ES523","CC228","Florida","Bulls","Mammals","Cetartiodactyla","Cervidae","Odocoileus virginianus","Odocoileus virginianus seminolus","Odocoileus virginianus taurinsulae","Herb","Both","CBL",107358.116647276,86814.5150256032,6454.58429217986,7250.37916235481,2,2,-0.212396299180121,0.0052947673043677,-79.6048,32.9102,5.0308348841879,1.30608818469024,0.653309012938479,0.6488419921875,-2.20540959026474,18.4017848968506,2.82188275347783,3.11634202296604,"","No island rule","SP98"
"Goldman and Kellogg 1940","ES524","CC228","Florida","Hilton Head ","Mammals","Cetartiodactyla","Cervidae","Odocoileus virginianus","Odocoileus virginianus seminolus","Odocoileus virginianus hiltonensis","Herb","Both","CBL",107358.116647276,85952.4662557741,6454.58429217986,9383.66747103512,2,2,-0.222375705170841,0.00776667234904859,-80.7222,32.223,5.0308348841879,1.97726621242729,0.653309012938479,0.5478115234375,-2.12402907818199,18.9467430114746,2.8143153221192,3.10311925354571,"","No island rule","SP98"
"Goldman and Kellogg 1940","ES525","CC228","Florida","Hunting","Mammals","Cetartiodactyla","Cervidae","Odocoileus virginianus","Odocoileus virginianus seminolus","Odocoileus virginianus venatorius","Herb","Both","CBL",107358.116647276,75914.5435677293,6454.58429217986,2902.85272290531,2,2,-0.346561849759461,0.00253841586464552,-80.4485,32.3632,5.0308348841879,1.30102999566398,1.3747666702852,0.453317333984375,-1.87153924536613,18.9094505310059,2.81400725663711,3.10254344766618,"","No island rule","SP98"
"Grinnell 1913","ES526","CC229","California","Grizzly","Mammals","Eulipotyphla","Soricidae","Sorex ornatus","Sorex californicus","Sorex sinuosus","Inver","Both","Length",7.2343402306145,9.44191588809794,0.456586782771319,0.932363851113527,11,10,0.266319749232994,0.00133722625400085,-121.9644,38.1435,0.859398929750983,2.04139268515822,-0.85078088734462,0.412153662109375,-1.82755300490712,15.3059196472168,2.69706358770765,2.67871863750825,"","No island rule","SP110"
"Groves 1980","ES527","CC230","Sulawesi","Buru","Mammals","Cetartiodactyla","Suidae","Babyrousa babyrussa","Babyrousa babyrussa","Babyrousa babyrussa","Herb","Both","CBL",112645.210802878,98933.2344085974,6375.98039239059,4672.97578889378,34,25,-0.129797929307182,0.000183470713125906,126.781,-3.392,5.05171273209095,3.9280474575424,2.57749294876291,0.7637060546875,-1.70598200418984,25.4257068634033,1.84182520745584,3.24590582097598,"","No island rule","SP111"
"Groves 1980","ES528","CC230","Sulawesi","Malenge","Mammals","Cetartiodactyla","Suidae","Babyrousa babyrussa","Babyrousa babyrussa","Babyrousa babyrussa","Herb","Both","CBL",112645.210802878,111331.250486749,6375.98039239059,11862.0131886172,34,7,-0.0117331560879593,0.00171598263600802,122.0609,-0.259,5.05171273209095,1.13353890837022,1.77306201698686,0.707972900390625,-1.62766437810984,27.066722869873,1.41731077007237,3.29043532453023,"","No island rule","SP111"
"Groves 1980","ES529","CC230","Sulawesi","Sanana","Mammals","Cetartiodactyla","Suidae","Babyrousa babyrussa","Babyrousa babyrussa","Babyrousa babyrussa","Herb","Both","CBL",112645.210802878,75460.7076739086,6375.98039239059,3534.30133548952,34,3,-0.400631059393609,0.000825443490976334,125.926742,-2.192049,5.05171273209095,2.72615646617275,2.47506216823263,0.746507373046875,-1.90869584395058,26.606746673584,1.69689477303171,3.28143792059786,"","No island rule","SP111"
"Groves 1980","ES530","CC230","Sulawesi","Taliabu","Mammals","Cetartiodactyla","Suidae","Babyrousa babyrussa","Babyrousa babyrussa","Babyrousa babyrussa","Herb","Male","CBL",118526.293481073,109109.264192277,5239.32597965338,4046.43628792549,29,8,-0.082785017958083,0.000239301109463969,124.8,-1.8,5.07381470348584,3.46437030128223,2.15533907447879,0.7738748046875,-1.72000175146598,25.9927043914795,1.71123060364368,3.3759408970949,"","No island rule","SP111"
"Hagen 1954","ES531","CC231","Italy","Sicily","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus dichrurus","Apodemus sylvaticus dichrurus","Herb","Unsexed","Length",36.5979265952509,34.595888666383,1.81425285383501,1.74348856702315,12,21,-0.0562567380671892,0.0003257265364175,14.275,37.481,1.56345648174009,4.40585839931764,0.491501766237326,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,"","No island rule","SP112"
"Hagen 1954, Slabova et al 2007","ES532","CC232","Greece","Crete","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus domesticus","Mus musculus praetextus","Herb","Unsexed","Length",16.8776042588218,20.5740266757016,1.59040767000206,1.30136915719799,51,60,0.198041887981228,0.000240792966514075,24.809,35.24,1.22731079945696,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"","No island rule","SP81"
"Hai et al. 2019","ES533","CC233","Vietnam","Hon Khoai","Mammals","Eulipotyphla","Soricidae","Crocidura fuliginosa","Crocidura dracula","Crocidura dracula","Omn","Unsexed","CBL",21.6122809458826,17.3813119148246,0.378721973223257,0.540785778243886,35,3,-0.217866114273607,0.000331447618213557,104.8307,8.4302,1.33470060445542,0.602059991327962,1.08994041849863,0.452747216796875,-1.5418842191556,27.4194240570068,1.89629149947872,3.36944135953695,"","No island rule","SP113"
"Hall 1938","ES534","CC234","S. BC (Vancouver)","Bowen","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Length",21.2809918786116,30.7563962527182,1.05495321292931,1.44051620640197,10,14,0.368283706616091,0.000402432442584907,-124.384,49.655,1.32799186598057,1.69844853801533,0.732474177281194,0.769581640625,-1.58557539239647,8.39686393737793,2.72400406043045,3.11281606724703,"","No island rule","SP31"
"Hall 1938","ES535","CC235","Vancouver Island","Lasqueti","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Length",24.265297380876,25.0512389077118,1.20289287175417,1.17330767039448,10,8,0.0318760453713448,0.000519948883473691,-124.3493549,49.4909214,1.38498561813563,1.86522245629018,1.12159266943841,0.786563623046875,-1.31384177841325,9.82395553588867,2.68733631923693,3.03502126148997,"","No island rule","SP31"
"Hall 1938","ES536","CC234","S. BC (Vancouver)","Saturna","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Length",21.2809918786116,38.0356135355464,1.05495321292931,1.78144790658152,10,10,0.580708644909904,0.000465107877725591,-123.165,48.782,1.32799186598057,1.49234125325497,1.34244242103184,0.68939169921875,-1.48868663292056,9.78226757049561,2.64628478640999,2.87511915132726,"","No island rule","SP31"
"Hall 1938","ES537","CC234","S. BC (Vancouver)","Savary","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Length",21.2809918786116,25.2787711394886,1.05495321292931,1.18396444125477,10,14,0.172150683884364,0.000402432442584907,-124.813,49.94,1.32799186598057,0.732393759822969,0.2043913319193,0.66467646484375,-1.47982682868356,9.7490062713623,2.68642511456474,3.08055435660448,"","No island rule","SP31"
"Hall 1938","ES538","CC234","S. BC (Vancouver)","Texada","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Length",21.2809918786116,32.7646423396741,1.05495321292931,1.53457504902231,10,26,0.431535682281357,0.000330114632807194,-124.384,49.655,1.32799186598057,2.47777220834926,0.707655323531187,0.769581640625,-1.58557539239647,8.39686393737793,2.72400406043045,3.11281606724703,"","No island rule","SP31"
"Hall 1938","ES539","CC234","S. BC (Vancouver)","Thormanby (South)","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Male","Length",22.0034504400899,23.4954523972211,1.09076733216714,1.1004403661873,5,4,0.0656076081653978,0.00103989776694738,-123.9695,49.8545,1.34249078944002,0.841984804590114,-0.186419011431808,0.7099625,-1.37484772119415,7.37226867675781,2.74268337920974,3.21623189947203,"","No island rule","SP31"
"Hall 1938","ES540","CC234","S. BC (Vancouver)","Vancouver Island","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Length",21.2809918786116,24.265297380876,1.05495321292931,1.13649706692233,10,10,0.131232964106033,0.000465107877725591,-125.415,49.552,1.32799186598057,4.49533615931354,1.00004342727686,0.642414501953125,-1.53147189003202,6.86428451538086,2.71065595970608,3.36782465258358,"","No island rule","SP31"
"Hill 1960","ES541","CC236","Malay Peninsula","Koh Mapraw","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,305.558262618611,14.2142597393309,8.8795796965603,129,11,-0.0184717942805048,9.29390988579743e-05,98.426816,7.936519,2.49311623032365,0.568201724066995,-0.317854923626168,0.56667529296875,-1.98904981536542,27.713939666748,1.82843036546141,3.36877393607565,"","No island rule","SP114"
"Hill 1960","ES542","CC236","Malay Peninsula","Koh Naka","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,305.558262618611,14.2142597393309,9.46806227641836,129,9,-0.0184717942805048,0.000122849004238944,98.466454,8.050274,2.49311623032365,0.301029995663981,0.951871557128364,0.616089892578125,-1.88232023491021,27.6267547607422,1.82620311632927,3.38638482249647,"","No island rule","SP114"
"Hill 1960","ES543","CC236","Malay Peninsula","Koh Rah","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,301.584415494569,14.2142597393309,11.4924703076605,129,6,-0.0315623050093955,0.000258190496803698,98.274604,9.196986,2.49311623032365,1.27875360095283,0.342620042553348,0.6271390625,-1.83939960306017,27.2412128448486,1.82758935155668,3.54396875963338,"","No island rule","SP114"
"Hill 1960","ES544","CC236","Malay Peninsula","Koh Samui","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,351.51911254176,14.2142597393309,16.100194771351,129,12,0.121651816957503,0.000190983668439765,99.99561927,9.50139445,2.49311623032365,2.36735592102602,1.17612021105609,0.685084619140625,-1.70358271640217,27.8645362854004,1.98212144825734,3.22185742269592,"","No island rule","SP114"
"Hill 1960","ES545","CC236","Malay Peninsula","Langkawi","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,321.791362485486,14.2142597393309,8.26857532786569,129,16,0.0332911259024794,5.74329080586369e-05,99.797,6.364,2.49311623032365,2.55990662503611,1.32223997493115,0.71055703125,-2.05833804208433,27.2129173278809,1.73863248213198,3.38303399265704,"","No island rule","SP114"
"Hill 1960","ES546","CC236","Malay Peninsula","Mohea","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,207.493646193573,14.2142597393309,9.97315563703097,129,13,-0.405511548596687,0.000193877035037248,99.073907,7.223733,2.49311623032365,0.214843848047698,1.53059665917598,0.51418974609375,-1.18090113197471,27.5091667175293,1.85892204270893,3.31973049433022,"","No island rule","SP114"
"Hill 1960","ES547","CC236","Malay Peninsula","Panjang","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,330.112326193763,14.2142597393309,8.25578213976474,129,23,0.0588207119041704,4.33603854145068e-05,110.628902,-6.575903,2.49311623032365,-0.698970004336019,0.207095540419218,0.51226552734375,-1.70600951619202,26.680118560791,1.68998265114153,3.42733028677361,"","No island rule","SP114"
"Hill 1960","ES548","CC236","Malay Peninsula","Phangan","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,364.782693189327,14.2142597393309,12.5532826808414,129,16,0.158689548114803,9.0182981629834e-05,100.0182,9.7479,2.49311623032365,2.09691001300806,1.68305604840434,0.72096474609375,-1.69436718085409,27.2588863372803,1.93009846022228,3.21285318994711,"","No island rule","SP114"
"Hill 1960","ES549","CC236","Malay Peninsula","Telibon","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,256.4757585491,14.2142597393309,6.60646178055785,129,8,-0.19357811548065,9.91052015192333e-05,99.392,7.248,2.49311623032365,1.51851393987789,0.491501766237326,0.739956982421875,-1.71175712829339,27.6202964782715,1.80857634484131,3.30837229459374,"","No island rule","SP114"
"Hill 1960","ES550","CC236","Malay Peninsula","Terutau","Mammals","Rodentia","Sciuridae","Callosciurus caniceps","Callosciurus caniceps","Callosciurus caniceps","Omn","Unsexed","Length",311.254923785435,313.607014789559,14.2142597393309,17.767707521403,129,18,0.00752838977048565,0.000194494560582421,99.652,6.613,2.49311623032365,2.17897694729317,1.19592731359722,0.7448568359375,-1.8221664300912,27.1944141387939,1.76397558808701,3.34728512344696,"","No island rule","SP114"
"Hill 1960","ES551","CC237","Malay Peninsula","Aur","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,124.231840524466,14.1813983002826,4.09332045243989,63,10,-0.659954948599717,0.000163822841302249,104.522,2.4475,2.38084771192805,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"","No island rule","SP100"
"Hill 1960","ES552","CC237","Malay Peninsula","Little Karimun","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,188.478312822731,14.1813983002826,10.5340736155649,63,5,-0.243121501243655,0.000679999764095024,103.3951,1.1459,2.38084771192805,0.924279286061882,1.24306286480481,0.50131318359375,-1.91769459902724,26.7726249694824,1.54290817822157,3.34330813119779,"","No island rule","SP100"
"Hill 1960","ES553","CC237","Malay Peninsula","Pemanggil","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,179.845013336234,14.1813983002826,8.98220345936275,63,19,-0.290009007210521,0.000186543967853651,104.333,2.574,2.38084771192805,1.01367969729119,1.73328555999928,0.54322255859375,-1.47212314869804,26.3808116912842,1.78046893846339,3.4118973472297,"","No island rule","SP100"
"Hill 1960","ES554","CC237","Malay Peninsula","Penang","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,219.175883650273,14.1813983002826,9.55013251363637,63,9,-0.0922299209969215,0.000266214339260454,100.2514,5.3903,2.38084771192805,2.47026344696508,0.699056854547668,0.6459267578125,-1.84809319128825,27.0231647491455,1.63795371694614,3.40921433757676,"","No island rule","SP100"
"Hill 1960","ES555","CC237","Malay Peninsula","Singapore","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,263.668131797092,14.1813983002826,11.0393345132412,63,6,0.0925867856621554,0.000347417876086516,103.794,1.364,2.38084771192805,2.72916478969277,0.000434077479318593,0.492424560546875,-1.78454073953738,26.9373836517334,1.64546238067433,3.36334870969388,"","No island rule","SP100"
"Hill 1960","ES556","CC237","Malay Peninsula","Tinggi","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,242.473638010937,14.1813983002826,7.48378434504107,63,10,0.00878854506050061,0.000150519522221766,104.121,2.3,2.38084771192805,1.17609125905568,1.17612021105609,0.466271923828125,-1.4434817765904,26.0430717468262,1.77717341412553,3.42213639567283,"","No island rule","SP100"
"Hill 1960","ES557","CC237","Malay Peninsula","Bintan","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","CBL",267.678849751838,329.67218971816,5.34169361991721,5.46061960335636,58,5,0.208310856128951,6.17377704339777e-05,104.5003,1.076,2.42761405740679,3.06929801211553,1.32223997493115,0.58124501953125,-1.73779685261703,26.9479103088379,1.61607417825682,3.39202101896881,"","No island rule","SP100"
"Hill 1960","ES558","CC237","Malay Peninsula","Bulan","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","CBL",267.678849751838,279.741451601307,5.34169361991721,4.15100218505166,58,11,0.0440778493188744,2.68829967660274e-05,103.905,0.9755,2.42761405740679,2,1.62635063426271,0.6459138671875,-1.65575084096639,26.9222793579102,1.56829910036001,3.35727529294467,"","No island rule","SP100"
"Hill 1960","ES559","CC238","Malay Peninsula","Bintan","Mammals","Dermoptera","Cynocephalidae","Galeopterus variegatus","Cynocephalus variegatus","Cynocephalus variegatus","Herb","Both","Length",1426.44081199555,1354.17675580316,63.6432813330625,98.3931696513684,9,5,-0.0519886896451883,0.00127705164220499,104.5003,1.076,3.15425375597416,3.06929801211553,1.32223997493115,0.58124501953125,-1.73779685261703,26.9479103088379,1.61607417825682,3.39202101896881,"","No island rule","SP115"
"Hill 1960","ES560","CC238","Malay Peninsula","Karimunbesar (Karimon)","Mammals","Dermoptera","Cynocephalidae","Galeopterus variegatus","Cynocephalus variegatus","Cynocephalus variegatus","Herb","Both","CBL",1138.51048828057,973.164914320656,40.7849601528732,61.2343789845879,10,4,-0.156922539438975,0.00111815285099707,103.368,1.051,3.05633703581317,2.11727129565576,1.31808421400326,0.505011083984375,-1.99276367907326,26.9040775299072,1.53608146474669,3.3407236217032,"","No island rule","SP115"
"Hill 1960","ES561","CC239","Malay Peninsula","Terutau","Mammals","Rodentia","Sciuridae","Hylopetes spadiceus","Hylopetes spadiceus","Hylopetes spadiceus","Herb","Unsexed","Length",89.9139731092091,99.2702542758668,7.65938602357448,4.89436584702187,4,12,0.0989926131875909,0.00201672064724939,99.652,6.613,1.95382718864831,2.17897694729317,1.19592731359722,0.7448568359375,-1.8221664300912,27.1944141387939,1.76397558808701,3.34728512344696,"","No island rule","SP116"
"Hill 1960","ES562","CC240","Malay Peninsula","Borneo","Mammals","Rodentia","Muridae","Leopoldamys sabanus","Leopoldamys sabanus","Leopoldamys sabanus","Omn","Unsexed","Length",406.4999332113,313.607014789559,30.7800388758364,20.4621384328747,53,10,-0.259443107870772,0.000533904955350345,114,1,2.6090604785747,5.87118166081524,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"","No island rule","SP117"
"Hill 1960","ES563","CC240","Malay Peninsula","Langkawi","Mammals","Rodentia","Muridae","Leopoldamys sabanus","Leopoldamys sabanus","Leopoldamys sabanus","Omn","Unsexed","Length",406.4999332113,369.27456504694,30.7800388758364,17.8003129082151,53,17,-0.0960433186168101,0.000244859451593875,99.797,6.364,2.6090604785747,2.55990662503611,1.32223997493115,0.71055703125,-2.05833804208433,27.2129173278809,1.73863248213198,3.38303399265704,"","No island rule","SP117"
"Hill 1960","ES564","CC240","Malay Peninsula","Terutau","Mammals","Rodentia","Muridae","Leopoldamys sabanus","Leopoldamys sabanus","Leopoldamys sabanus","Omn","Unsexed","Length",406.4999332113,309.56575310923,30.7800388758364,14.4868213033375,53,18,-0.272413245661154,0.000229844258561499,99.652,6.613,2.6090604785747,2.17897694729317,1.19592731359722,0.7448568359375,-1.8221664300912,27.1944141387939,1.76397558808701,3.34728512344696,"","No island rule","SP117"
"Hill 1960","ES565","CC240","Malay Peninsula","Tioman","Mammals","Rodentia","Muridae","Leopoldamys sabanus","Leopoldamys sabanus","Leopoldamys sabanus","Omn","Unsexed","Length",406.4999332113,378.365084757864,30.7800388758364,22.8074575769279,53,6,-0.0717242024899492,0.000713771005864746,104.17,2.79,2.6090604785747,2.13353890837022,1.57750328895726,0.699082177734375,-1.63314100401514,25.155424118042,1.8300759680748,3.42916261130074,"","No island rule","SP117"
"Hill 1960","ES566","CC241","Malay Peninsula","Adang","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,245.926663521122,13.5761028284763,8.79064858756252,96,4,0.15834638164032,0.000362998075012312,99.3015,6.5405,2.32203665799235,1.42160392686983,1.72510269980826,0.61410859375,-1.62345589978851,27.5040721893311,1.7418467848213,3.34886925471759,"","No island rule","SP102"
"Hill 1960","ES567","CC241","Malay Peninsula","Aur","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,252.92759425594,13.5761028284763,10.144650339909,96,4,0.186416264977108,0.000445753001979644,104.522,2.4475,2.32203665799235,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"","No island rule","SP102"
