"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Delaugerre 2009, Delaugerre and Dubois 1985","Corsica (South)","Sperduto grande","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",38.7857142857143,41.302676056338,2.06716391867377,1.89087844872353,49,71,37.7,39.6,1.64,2,21,28,40.99,42.1,1.45,2.59,51,20,9.3052,41.37,-2.0268721464003,0.792461731346951,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","No",0.502316015625,0.0143806549072266,16.9861221313477,496.083190917969,450.899993896484,0.57923232421875,0.0160743118286133,16.4261875152588,556.466613769531,498.486358642578,0.602464892578125,0.013435221862793,15.1974906921387,572.962036132812,574.107421875,0.502316015625,-1.81302517191175,16.9861221313477,2.69555451182706,2.65408022942783,NA,38.7857142857143,41.302676056338,2.06716391867377,1.89087844872353
"Delaugerre 2009, Delaugerre and Dubois 1985","Corsica (South)","Toro Grande island","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",38.7857142857143,40.496,2.06716391867377,1.77956793323143,49,70,37.7,39.6,1.64,2,21,28,40.21,41.75,1.69,1.67,57,13,9.381,41.5092,-1.79860287567955,0.801472313521471,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","No",0.60727841796875,0.0144801177978516,17.0181884765625,573.64111328125,491.5,0.656901806640625,0.0102427444458008,13.910418510437,588.746520996094,650.235595703125,0.602464892578125,0.013435221862793,15.1974906921387,572.962036132812,574.107421875,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,NA,38.7857142857143,40.496,2.06716391867377,1.77956793323143
"Delaugerre 2009, Delaugerre and Dubois 1985","Corsica (South)","Toro Grande island","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",38.7857142857143,41.6111940298507,2.06716391867377,2.57937067870163,49,67,37.7,39.6,1.64,2,21,28,41.7,41.35,2.82,1.73,50,17,9.381,41.5092,-1.79860287567955,0.801472313521471,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","No",0.60727841796875,0.0144801177978516,17.0181884765625,573.64111328125,491.5,0.656901806640625,0.0102427444458008,13.910418510437,588.746520996094,650.235595703125,0.602464892578125,0.013435221862793,15.1974906921387,572.962036132812,574.107421875,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,NA,38.7857142857143,41.6111940298507,2.06716391867377,2.57937067870163
"Delaugerre 2009, Delaugerre and Dubois 1985","Corsica (South)","Toro Piccolo island","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","","Both","SVL",38.7857142857143,38.6721052631579,2.06716391867377,1.76108735018191,49,19,37.7,39.6,1.64,2,21,28,38.27,40.18,1.31,2.6,15,4,9.3803,41.508,-1.31875876262441,0.81298016603948,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","No",0.60727841796875,0.0144801177978516,17.0181884765625,573.64111328125,491.5,0.656901806640625,0.0102427444458008,13.910418510437,588.746520996094,650.235595703125,0.602464892578125,0.013435221862793,15.1974906921387,572.962036132812,574.107421875,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,NA,38.7857142857143,38.6721052631579,2.06716391867377,1.76108735018191
"Dodd 1997, Whitehead 2017","USA","Egmont Key","Reptiles","Testudines","Emydidae","Terrapene carolina","Terrapene carolina carolina","Terrapene carolina bauri","Omnivorous","Both","Weight",351.732621359223,437.271513002364,119.051518486097,103.083293278839,103,846,384.22,291.27,97.98,131.99,67,36,432.7,444.6,110.3,90,521,325,-82.7615,27.593,0.255272505103306,1.04143216468027,"Weight","","No island rule","No",0.385458154296875,0.0261553527832031,22.8615341186523,454.821502685547,1283,0.43477236328125,0.0164385467529297,22.6638431549072,458.105804443359,1275.02099609375,0.534381689453125,0.0116766845703125,22.6236877441406,446.977325439453,1287.85302734375,0.385458154296875,-1.5661445507869,22.8615341186523,2.65784098872662,3.10822665637493,NA,351.732621359223,437.271513002364,119.051518486097,103.083293278839
"Donoso-Barros 1966","Chile","Chiloe","Reptiles","Squamata","Liolaemidae","Liolaemus pictus","Liolaemus pictus","Liolaemus pictus","Carnivorous","Female","SVL",61.3,62,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.75,-43.3333,3.92396896487547,0.361916618668643,"LOG10(Weight, g)= LOG10(SVL, mm)*3.097-4.678, Liolaeumus, Pincheira-Donoso et al. 2011","","No island rule","Yes",0.80703623046875,0.00848261108398438,9.25769710540771,286.103424072266,2503.85009765625,0.7480259765625,0.0187183715820313,9.53515815734863,280.439544677734,2425.47827148438,0.727367431640625,0.0286235778808594,9.58517551422119,292.831604003906,2595.775390625,0.7480259765625,-1.70512895360066,9.53515815734863,2.44783925331894,3.38479738837593,NA,61.3,62,NA,NA
"Du et al 2006, Du et al. 2005","Mainland China","Beiji","Reptiles","Squamata","Lacertidae","Takydromus septentrionalis","Takydromus septentrionalis","Takydromus septentrionalis","","Female","SVL",67.264,68.317,3.704,3.78,190,49,NA,67.26422081,NA,3.70440803,NA,190,NA,68.31728045,NA,3.78,NA,49,121.204,27.627,0.301029995663981,1.63347855533382,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","No island rule","No",0.118270141601563,0.0499189758300781,NA,NA,NA,0.268111962890625,0.0229011901855469,17.2739906311035,724.5361328125,1555.84338378906,0.264731616210937,0.0269347076416016,17.3284854888916,721.501831054688,1551.20861816406,0.118270141601563,-1.29312034020728,17.3284854888916,2.85823743759991,3.19067020891922,NA,67.264,68.317,3.704,3.78
"Du et al 2006, Du et al. 2005","Mainland China","Dongtou","Reptiles","Squamata","Lacertidae","Takydromus septentrionalis","Takydromus septentrionalis","Takydromus septentrionalis","","Female","SVL",67.264,65.088,3.704,2.65,190,27,NA,67.26422081,NA,3.70440803,NA,190,NA,65.0878187,NA,2.650037736,NA,27,121.128,27.832,1.45788189673399,1.30105170984523,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","No island rule","No",0.290682006835938,0.0115318031311035,17.4001235961914,735.371765136719,1557.34997558594,0.268111962890625,0.0229011901855469,17.2739906311035,724.5361328125,1555.84338378906,0.264731616210937,0.0269347076416016,17.3284854888916,721.501831054688,1551.20861816406,0.290682006835938,-1.90198643630445,17.4001235961914,2.8665069509602,3.19238622039486,NA,67.264,65.088,3.704,2.65
"Faraone 2011, Capula et al 2014","Vulcano","Scoglio Faraglione","Reptiles","Squamata","Lacertidae","Podarcis raffoneae","Podarcis raffonei","Podarcis raffonei","Carnivorous","Both","SVL",63.4428571428571,68.5135135135135,5.47471460443374,4.68980348807461,49,37,67,58.7,4,3,28,21,71.5,63,2.1,2.6,24,13,14.8,38.579,-2.30980391997149,-0.480172006224281,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","No island rule","No",0.590112890625,0.00909816970825195,17.1169395446777,516.378967285156,629.5,0.554582275390625,0.0246505874633789,17.4808597564697,518.415954589844,610.059997558594,0.5639884765625,0.0159049850463867,17.0067195892334,536.066467285156,575.693176269531,0.590112890625,-1.99575733489444,17.1169395446777,2.71296854463617,2.79899573444388,NA,63.4428571428571,68.5135135135135,5.47471460443374,4.68980348807461
"Faraone 2011, Capula et al 2014","Vulcano","Strombolicchio","Reptiles","Squamata","Lacertidae","Podarcis raffoneae","Podarcis raffonei","Podarcis raffonei","Carnivorous","Both","SVL",63.4428571428571,80.0512820512821,5.47471460443374,6.03207967082626,49,39,67,58.7,4,3,28,21,83.8,75.2,3.5,5.1,22,17,15.252,38.817,-2.11918640771921,0.17638069224327,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","No island rule","No",0.444193896484375,0.052003271484375,NA,NA,NA,0.49820517578125,0.0339412811279297,18.1104164123535,512.263061523438,697.400024414062,0.563399951171875,0.0167679138183594,16.512092590332,554.256103515625,776.068908691406,0.444193896484375,-1.2756973239131,16.512092590332,2.74371048430084,2.88990028483521,NA,63.4428571428571,80.0512820512821,5.47471460443374,6.03207967082626
"Faraone et al. 2010","Italy","Sicily","Reptiles","Squamata","Natricidae","Natrix natrix","Natrix natrix","Natrix natrix","","Both","SVL",764.2172619,738.033898305085,146.171490164248,162.170365516584,336,59,702.52,854.9485294,126.1138273,125.0696295,200,136,584.4,795.2,74.6,148.3,16,43,14.275,37.481,4.40585839931764,0.491501766237326,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","No",0.440791162109375,0.0190954833984375,15.4975023269653,604.389221191406,491.450012207031,0.410292578125,0.0180873489379883,16.6825065612793,562.444274902344,442.535614013672,0.48783291015625,0.0168174591064453,15.4296607971191,588.66845703125,511.897094726562,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,NA,764.2172619,738.033898305085,146.171490164248,162.170365516584
"Gaulke 2010, Auffenberg 1988","Luzon","Panay","Reptiles","Squamata","Varanidae","Varanus olivaceus","Varanus olivaceus","Varanus mabitang","","Unsexed","SVL",512,542,49.098,72.576,99,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.471,11.221,4.07957916697013,2.1398822334513,"LOG10(Weight, g)= LOG10(SVL, mm)*3.235-5.301, Feldman et al 2015","","No island rule","No",0.78113896484375,0.0365110382080078,26.5275726318359,88.1504516601562,2660.94995117188,0.746680859375,0.0378725738525391,25.8847808837891,96.0369415283203,3091.37231445312,0.6864689453125,0.0315085601806641,26.7142753601074,88.6661071777344,2813.63037109375,0.6864689453125,-1.48800226518366,26.7142753601074,1.94775764149348,3.4492670432273,NA,512,542,49.098,72.576
"Giacalone et al 2008, Berardo 2015","Italy","Sicily","Reptiles","Testudines","Testudinidae","Testudo hermanni","Testudo hermanni","Testudo hermanni","Herbivorous","Both","Weight",319.879,489.058333333333,166.669485416737,274.13862119205,51,48,281.529,339.054,105.201,188.644,17,34,273.4,643.1,87.84,257.55,20,28,14.275,37.481,4.40585839931764,0.491501766237326,"Weight","","No island rule","No",0.440791162109375,0.0190954833984375,15.4975023269653,604.389221191406,491.450012207031,0.410292578125,0.0180873489379883,16.6825065612793,562.444274902344,442.535614013672,0.48783291015625,0.0168174591064453,15.4296607971191,588.66845703125,511.897094726562,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,NA,319.879,489.058333333333,166.669485416737,274.13862119205
"Goldberg et al. 2014, Hernández-Gallegos et al. 2018","Mexico","Cozumel","Reptiles","Squamata","Teiidae","Aspidoscelis maslini","Aspidoscelis maslini","Aspidoscelis cozumelae","Carnivorous","Female-Unsexed","SVL",69.1,59.8,1.697,5.5,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.917,20.417,2.68663626926229,1.22533513181854,"LOG10(Weight, g)= LOG10(SVL, mm)*3.110-4.747, Feldman et al 2015","Phylogeny: Hernandez-Gallegos, O., Esthela Lopez-Moreno, A., Fernando Mendez-Sanchez, J., Lloyd Rheubert, J. & Roberto Mendez-de la Cruz, F. Home range of Aspidoscelis cozumela (Squamata: Teiidae): a parthenogenetic lizard microendemic to Cozumel Island, Mexico. Revista De Biologia Tropical 63, 771-781, doi:10.15517/rbt.v63i3.15871 (2015).","No island rule","No",0.781641552734375,0.0137327423095703,26.0968704223633,167.550720214844,1444.16003417969,0.76875029296875,0.0160550842285156,26.1104888916016,169.106063842773,1426.7900390625,0.682375,0.0172964614868164,26.1153144836426,178.353881835938,1366.49353027344,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,NA,69.1,59.8,1.697,5.5
"González-Rossell 2018","Cuba","Cayo Alto","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,1600,894.098526604818,658.280900021665,175,10,2480.166981,1896.417391,993.7484143,557.8909506,106,69,1800,1400,758.29,547.72,5,5,-78.3129,22.308,-0.0514892311623429,1.03346396607741,"Weight","","No island rule","No",0.128733251953125,0.0343096771240234,25.6619911193848,210.655014038086,994.039978027344,0.384165478515625,0.0171932434082031,25.6020793914795,208.432067871094,1031.65234375,0.45435908203125,0.0176062713623047,25.4646263122559,211.247680664062,1129.66687011719,0.128733251953125,-1.45210625366024,25.6619911193848,2.32357180071972,2.99740385108497,NA,2250.00285694286,1600,894.098526604818,658.280900021665
"González-Rossell 2018","Cuba","Cayo Blanquizal","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,1542.004,894.098526604818,502.430251166767,175,25,2480.166981,1896.417391,993.7484143,557.8909506,106,69,1677.3,1435.7,612.52,387.01,11,14,-80.4312,23.1465,0.860876796403298,1.22404073862769,"Weight","","No island rule","No",0.512438623046875,0.0194786056518555,25.3846130371094,227.60383605957,1315.96997070312,0.4898919921875,0.0174263641357422,25.3604755401611,225.945816040039,1283.47705078125,0.494506494140625,0.0166678344726563,25.331958770752,224.924499511719,1345.73596191406,0.512438623046875,-1.68869961695012,25.3846130371094,2.3571795774307,3.11924597916644,NA,2250.00285694286,1542.004,894.098526604818,502.430251166767
"González-Rossell 2018","Cuba","Cayo del Rosario","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,1341.23235294118,894.098526604818,516.631783903924,175,34,2480.166981,1896.417391,993.7484143,557.8909506,106,69,1723.3,1039.6,489.85,291.58,15,19,-81.8887,21.6294,1.26316246496222,1.75702383386835,"Weight","","No island rule","No",0.298973876953125,0.00968788833618164,26.0964069366455,197.280807495117,1092.90002441406,0.339461840820312,0.0146133575439453,26.157527923584,202.377075195312,1082.56384277344,0.293005322265625,0.0169112045288086,26.1720294952393,199.908950805664,1047.16516113281,0.298973876953125,-1.97110809222196,26.0964069366455,2.29508483687714,3.03858043566319,NA,2250.00285694286,1341.23235294118,894.098526604818,516.631783903924
"González-Rossell 2018","Cuba","Cayo Juan García","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,1889.62,894.098526604818,715.975127404625,175,30,2480.166981,1896.417391,993.7484143,557.8909506,106,69,1938.9,1804.5,831.26,479.82,19,11,-83.63,21.9856,0.155305666159626,1.30105170984523,"Weight","","No island rule","No",0.498974169921875,0.021985546875,25.6170463562012,197.919235229492,1327,0.53018681640625,0.0243266845703125,25.6843948364258,198.889831542969,1327.09997558594,0.550529296875,0.0309799163818359,25.6187915802002,193.591262817383,1271.25671386719,0.498974169921875,-1.63854515900223,25.6170463562012,2.29648800415119,3.12287092286444,NA,2250.00285694286,1889.62,894.098526604818,715.975127404625
"González-Rossell 2018","Cuba","Cayo Piedra del Obispo","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,1370,894.098526604818,334.190694774232,175,20,2480.166981,1896.417391,993.7484143,557.8909506,106,69,1480,1260,382.39,250.33,10,10,-80.2058,23.1099,0.688330818112266,1.33083974120847,"Weight","","No island rule","No",0.51106064453125,0.0126034461975098,25.2350616455078,222.345184326172,1261.5,0.4898919921875,0.0174263641357422,25.3604755401611,225.945816040039,1283.47705078125,0.494506494140625,0.0166678344726563,25.331958770752,224.924499511719,1345.73596191406,0.51106064453125,-1.86635105670559,25.2350616455078,2.34702772769897,3.10088725485359,NA,2250.00285694286,1370,894.098526604818,334.190694774232
"González-Rossell 2018","Cuba","Cayo Playa Larga","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,930.426086956522,894.098526604818,244.198512238397,175,23,2480.166981,1896.417391,993.7484143,557.8909506,106,69,974.6,911.1,188.2,268.3,7,16,-81.3546,22.0311,-1.15490195998574,0.748265572668741,"Weight","","No island rule","No",0.213278369140625,0.0098254997253418,25.6739978790283,207.257888793945,1072.86999511719,0.603409033203125,0.00815024948120117,25.4068698883057,203.854034423828,1177.982421875,0.614243603515625,0.0178612670898438,25.2665500640869,207.025390625,1284.05737304688,0.213278369140625,-1.96555204666521,25.6739978790283,2.31651106995561,3.0305470995765,NA,2250.00285694286,930.426086956522,894.098526604818,244.198512238397
"González-Rossell 2018","Cuba","Cayo Verde","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","","Both","Weight",2250.00285694286,1784.76086956522,894.098526604818,603.662408962712,175,23,2480.166981,1896.417391,993.7484143,557.8909506,106,69,2054.5,1537.5,727.14,329.69,11,12,-80.2269,23.1386,-0.131355561605174,1.38022933693804,"Weight","","No island rule","No",0.51106064453125,0.0126034461975098,25.2350616455078,222.345184326172,1261.5,0.4898919921875,0.0174263641357422,25.3604755401611,225.945816040039,1283.47705078125,0.494506494140625,0.0166678344726563,25.331958770752,224.924499511719,1345.73596191406,0.51106064453125,-1.86635105670559,25.2350616455078,2.34702772769897,3.10088725485359,NA,2250.00285694286,1784.76086956522,894.098526604818,603.662408962712
"Gutsche and Streich 2009, Gil Escobedo 2016","Guatemala","Utila","Reptiles","Squamata","Iguanidae","Ctenosaura palearis","Ctenosaura palearis","Ctenosaura bakeri","","Both","Weight",186.829411741176,335.8888,62.5954847041564,200.573206495461,17,125,191.2363636,178.75,73.49914656,40.16111303,11,6,454.1,236.8,234.7,81,57,68,-86.937,16.0959,1.65321251377534,1.52892954903675,"Weight","Phylogeny: Buckley, L. J., & Axtell, R. W. (1997). Evidence for the specific status of the Honduran lizards formerly referred to Ctenosaura palearis (Reptilia: Squamata: Iguanidae). Copeia, 138-150.","No island rule","No",0.70825498046875,0.0101327972412109,27.193323135376,156.872802734375,2560.47998046875,0.651384716796875,0.04619130859375,27.1673412322998,155.17985534668,2472.26806640625,0.684654443359375,0.0346744018554688,27.1966724395752,152.952423095703,2389.521484375,0.70825498046875,-1.95339570055386,27.193323135376,2.1955476558481,3.4083213845813,NA,186.829411741176,335.8888,62.5954847041564,200.573206495461
"Hasegawa 1994","Oh-shima","Aogashima","Reptiles","Squamata","Scincidae","Eumeces okadae","Eumeces okadae","Eumeces okadae","","Both","SVL",74.1538461538462,84.8869565217391,NA,NA,52,115,70,78,NA,NA,25,27,86,84,NA,NA,51,64,139.769,32.458,0.776701183988411,2.39192438278577,"LOG10(Weight, g)= LOG10(SVL, mm)*3.229-5.125, Feldman et al 2015","","No island rule","Yes",0.616328369140625,0.0273824066162109,18.935417175293,555.32958984375,2500,0.616328369140625,0.0273824066162109,18.935417175293,555.32958984375,2500,0.6525814453125,0.0283772979736328,18.935417175293,555.32958984375,2500,0.616328369140625,-1.54695078238709,18.935417175293,2.74455081477185,3.39794000867204,NA,74.1538461538462,84.8869565217391,NA,NA
"Hasegawa 1994","Oh-shima","Shikine","Reptiles","Squamata","Scincidae","Eumeces okadae","Eumeces okadae","Eumeces okadae","","Both","SVL",74.1538461538462,81.6197183098592,NA,NA,52,71,70,78,NA,NA,25,27,82,81,NA,NA,44,27,139.21,34.3261,0.591064607026499,1.61910377027247,"LOG10(Weight, g)= LOG10(SVL, mm)*3.229-5.125, Feldman et al 2015","","No island rule","Yes",0.653934423828125,0.00951891021728516,16.8583812713623,618.042846679688,2347.5,0.626316748046875,0.0175056579589844,16.8825931549072,620.03564453125,2461.19116210938,0.6081119140625,0.0238790954589844,16.1394729614258,656.935485839844,2196.15893554688,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,NA,74.1538461538462,81.6197183098592,NA,NA
"Hasegawa 1994","Oh-shima","Toshima","Reptiles","Squamata","Scincidae","Eumeces okadae","Eumeces okadae","Eumeces okadae","","Both","SVL",74.1538461538462,79.9157894736842,NA,NA,52,95,70,78,NA,NA,25,27,79,82,NA,NA,66,29,139.281,34.524,0.615508171528163,1.29448827100726,"LOG10(Weight, g)= LOG10(SVL, mm)*3.229-5.125, Feldman et al 2015","","No island rule","Yes",0.59581162109375,0.0379214569091797,16.4946422576904,612.561096191406,2223,0.624409033203125,0.0251251739501953,15.4124574661255,679.276184082031,2043.57116699219,0.6081119140625,0.0238790954589844,16.1394729614258,656.935485839844,2196.15893554688,0.59581162109375,-1.40981091157493,16.4946422576904,2.787149411266,3.34693946269899,NA,74.1538461538462,79.9157894736842,NA,NA
"Hedges and Thomas 2001","Hispaniola","Beata","Reptiles","Squamata","Sphaerodactylidae","Sphaerodactylus streptophorus","Sphaerodactylus streptophorus","Sphaerodactylus ariasae","Carnivorous","Both","SVL",19.094203,16.27,3.71781,1.386078,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.525,17.559,1.43136376415899,0.732474177281194,"LOG10(Weight, g)= LOG10(SVL, mm)*2.970-4.559, Feldman et al 2015","Phylogeny:  Hedges, S. B. & Thomas, R. At the lower size limit in amniote vertebrates: a new diminutive lizard from the West Indies. Caribbean journal of Science 37, 168-173 (2001).","No island rule","Yes",0.705158251953125,0.017546923828125,26.6371402740479,107.787284851074,828.880004882812,0.560760400390625,0.0142218765258789,26.8190994262695,123.758628845215,752.39501953125,0.62003115234375,0.0180647033691406,26.2937812805176,116.303451538086,872.237854003906,0.705158251953125,-1.73172811166917,26.6371402740479,2.03256753223559,2.91849166325326,NA,19.094203,16.27,3.71781,1.386078
"Hernández-Gallegos et al. 2015, Hernández-Gallegos et al. 2018","Mexico","Cozumel","Reptiles","Squamata","Teiidae","Aspidoscelis maslini","Aspidoscelis maslini","Aspidoscelis cozumelae","Carnivorous","Female","SVL",69.1,60.328,1.697,4.084,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.917,20.417,2.68663626926229,1.22533513181854,"LOG10(Weight, g)= LOG10(SVL, mm)*3.110-4.747, Feldman et al 2015","Phylogeny: Hernandez-Gallegos, O., Esthela Lopez-Moreno, A., Fernando Mendez-Sanchez, J., Lloyd Rheubert, J. & Roberto Mendez-de la Cruz, F. Home range of Aspidoscelis cozumela (Squamata: Teiidae): a parthenogenetic lizard microendemic to Cozumel Island, Mexico. Revista De Biologia Tropical 63, 771-781, doi:10.15517/rbt.v63i3.15871 (2015).","No island rule","No",0.781641552734375,0.0137327423095703,26.0968704223633,167.550720214844,1444.16003417969,0.76875029296875,0.0160550842285156,26.1104888916016,169.106063842773,1426.7900390625,0.682375,0.0172964614868164,26.1153144836426,178.353881835938,1366.49353027344,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,NA,69.1,60.328,1.697,4.084
"Herrel et al 2011, Jenssen et al. 1995","USA (S Carolina)","Little Cayman","Reptiles","Squamata","Dactyloidae","Anolis carolinensis","Anolis carolinensis","Anolis maynardi","","Both","Weight",3.36755102040816,4.62592592592593,1.09496021244821,2.22020314257547,441,27,3.79,2.89,1.177873508,0.748149718,234,207,6.6,2.5,0.9,0.6,14,13,-80.0408,19.6889,1.41497334797082,2.38435520651714,"Weight","Phylogeny in Poe, S., Nieto-Montes de Oca, A., Torres-Carvajal, O., De Queiroz, K., Velasco, J. A., Truett, B., ... & Latella, I. (2017). A phylogenetic, biogeographic, and taxonomic study of all extant species of Anolis (Squamata; Iguanidae). Systematic biology, 66(5), 663-697.","No island rule","No",0.603584375,0.0151075866699219,26.7781429290771,149.374389648438,1232.9599609375,0.62116455078125,0.0161943344116211,26.7674713134766,149.254669189453,1233.77600097656,0.62116455078125,0.0161943344116211,26.7674713134766,149.254669189453,1233.77600097656,0.603584375,-1.79296952317159,26.7781429290771,2.17427614374589,3.09094897357364,NA,3.36755102040816,4.62592592592593,1.09496021244821,2.22020314257547
"Hervias-Parejo et al. 2019","Isabela","Fernandina","Reptiles","Squamata","Tropiduridae","Microlophus albemarlensis","Microlophus albemarlensis","Microlophus albemarlensis","","Both","SVL",69.8276470588235,73.2383870967742,12.0475288699242,14.7861620210191,34,31,78.69,61.95,9.57,7.83,16,18,85.67,64.26,14.83,5.2,13,18,-91.4999,-0.3951,2.80753502806885,0.623352681537992,"LOG10(Weight, g)= LOG10(SVL, mm)*2.719-3.884, Feldman et al 2015; Tropiduridae S. stricto, (Scharf et al. 2014)","","No island rule","Yes",0.110481958007813,0.00394247360229492,23.619384765625,129.9931640625,299.920013427734,0.2374025390625,0.0156431091308594,23.407922744751,131.939315795898,271.40478515625,0.248721801757812,0.01504638671875,23.366189956665,135.833480834961,284.325775146484,0.110481958007813,-2.30605564157084,23.619384765625,2.11392051470688,2.47700544685732,NA,69.8276470588235,73.2383870967742,12.0475288699242,14.7861620210191
"Hervias-Parejo et al. 2019","Santa Cruz","Santa Fe","Reptiles","Squamata","Tropiduridae","Microlophus indefatigabilis","Microlophus indefatigabilis","Microlophus indefatigabilis","","Both","SVL",70.1282352941176,81.89,9.85394869194729,19.6999949238572,51,2,76.26,63.23,8.04,6.65,27,24,95.82,67.96,0,0,1,1,-90.0586,-0.8199,1.38021124171161,1.24306286480481,"LOG10(Weight, g)= LOG10(SVL, mm)*2.719-3.884, Feldman et al 2015; Tropiduridae S. stricto, (Scharf et al. 2014)","","No island rule","Yes",0.315576879882813,0.0345806030273438,23.6355476379395,179.198745727539,382.489990234375,0.4031044921875,0.0472961669921875,23.4685401916504,175.393295288086,270.257507324219,0.316931225585938,0.0304858337402344,23.8946418762207,160.939041137695,246.302505493164,0.315576879882813,-1.44878669567794,23.6355476379395,2.25333496556319,2.58262007414883,NA,70.1282352941176,81.89,9.85394869194729,19.6999949238572
"Hervias-Parejo et al. 2019, Watkins 1996","Ecuador","Marchena","Reptiles","Squamata","Tropiduridae","Microlophus occipitalis","Microlophus occipitalis","Microlophus habelii","","Both","SVL",58.9339336492891,83.02,12.8075195526834,10.8729648908309,1055,30,63,55.1,15.7,7.5,512,543,90.87,75.17,9.7,4.33,15,15,-90.4725,0.3123,2.11394335230684,3.03019519048201,"LOG10(Weight, g)= LOG10(SVL, mm)*2.719-3.884, Feldman et al 2015; Tropiduridae S. stricto, (Scharf et al. 2014)","Phylogeny: Kizirian, D., Trager, A., Donnelly, M. A., & Wright, J. W. (2004). Evolution of Galapagos Island lava lizards (Iguania: Tropiduridae: Microlophus). Molecular phylogenetics and evolution, 32(3), 761-769.","No island rule","No",0.157935656738281,0.0105583435058594,24.314001083374,141.439056396484,384.070007324219,0.147011401367188,0.0118413604736328,24.364917755127,141.782974243164,381.234985351562,0.176534167480469,0.0196554794311523,24.0451583862305,139.711059570312,409.357147216797,0.157935656738281,-1.93710440275055,24.314001083374,2.15056935030498,2.58441039369948,NA,58.9339336492891,83.02,12.8075195526834,10.8729648908309
